Sl. No.,Constituency,MP Name,MP Name (Hindi),Initial Party,Date,New Party,State
513.1,Howrah,Ambica Banerjee,अंबिका बनर्जी,Trinamool Congress,,,West Bengal
513.2,Howrah,Prasun Banerjee,प्रसून बनर्जी,Trinamool Congress,,,West Bengal
514,Uluberia,Sultan Ahmed,सुल्तान अहमद,Trinamool Congress,,,West Bengal
515,Serampore,Kalyan Banerjee,कल्याण बनर्जी,Trinamool Congress,,,West Bengal
516,Hooghly,Ratna De (Nag),रत्ना डे,Trinamool Congress,,,West Bengal
517,Arambagh,Sakti Mohan Malik,शक्ति मोहन मलिक,Communist Party of India (Marxist),,,West Bengal
518,Tamluk,Suvendu Adhikari,सुवेन्दु अधिकारी,Trinamool Congress,,,West Bengal
519,Kanthi,Sisir Adhikari,शिशिर कुमार अधिकारी,Trinamool Congress,,,West Bengal
520,Ghatal,Gurudas Dasgupta,गुरुदास दासगुप्ता,Communist Party of India,,,West Bengal
521,Jhargram,Pulin Bihari Baske,पुलिन बिहारी बस्के,Communist Party of India (Marxist),,,West Bengal
522,Medinipur,Prabodh Panda,प्रबोध पांडा,Communist Party of India,,,West Bengal
523,Purulia,Narahari Mahato,नरहरी महतो,All India Forward Bloc,,,West Bengal
524,Bankura,Basudeb Acharia,वासुदेव आचार्य,Communist Party of India (Marxist),,,West Bengal
525,Bishnupur,Susmita Bauri,सुष्मिता बौरी,Communist Party of India (Marxist),,,West Bengal
526,Bardhaman Purba,Anup Kumar Saha,अनूप कुमार साहा,Communist Party of India (Marxist),,,West Bengal
527,Burdwan–Durgapur,Sheikh Saidul Haque,सईदुल हक,Communist Party of India (Marxist),,,West Bengal
528,Asansol,Bansa Gopal Chowdhury,बंसा गोपाल चौधरी,Communist Party of India (Marxist),,,West Bengal
529,Bolpur,Ram Chandra Dome,राम चन्द्र डोम,Communist Party of India (Marxist),,,West Bengal
530,Birbhum,Satabdi Roy,शताब्दी रॉय,Trinamool Congress,,,West Bengal
531,Andaman and Nicobar Islands,Bishnu Pada Ray,विष्णु पद राय,Bharatiya Janata Party,,,Andaman and Nicobar Islands
532,Chandigarh,Pawan Kumar Bansal,पवन कुमार बंसल,Indian National Congress,,,Chandigarh
533,Dadra and Nagar Haveli,Natubhai Gomanbhai Patel,नाटुभाई गोमनभाई पटेल,Bharatiya Janata Party,,,Dadra and Nagar Haveli
534,Daman and Diu,Lalubhai Patel,लालूभाई पटेल,Bharatiya Janata Party,,,Daman and Diu
535,Chandni Chowk,Kapil Sibal,कपिल सिब्बल,Indian National Congress,,,NCT of Delhi
536,North East Delhi,Jai Parkash Aggarwal,जय प्रकाश अग्रवाल,Indian National Congress,,,NCT of Delhi
537,East Delhi,Sandeep Dikshit,संदीप दीक्षित,Indian National Congress,,,NCT of Delhi
538,New Delhi,Ajay Maken,अजय माकन,Indian National Congress,,,NCT of Delhi
539,North West Delhi,Krishna Tirath,कृष्णा तीरथ,Indian National Congress,,,NCT of Delhi
540,West Delhi,Mahabal Mishra,महाबल मिश्रा,Indian National Congress,,,NCT of Delhi
541,South Delhi,Ramesh Kumar,रमेश कुमार,Indian National Congress,,,NCT of Delhi
,,,,,,,
542,Lakshadweep,Muhammed Hamdulla Sayeed,मुहम्मद हमीदुल्ला सईद एबी,Indian National Congress,,,Lakshadweep
543,Puducherry,V. Narayanasamy,वी. नारायणसामी,Indian National Congress,,,Puducherry
544,Anglo-Indian Community,Ingrid Mcleod,इंग्रिड मैक्लियॉड,Indian National Congress,,,
